[contents]
count=31
Name=,D:\Users\jbrown\Documents\GitHub\BACandBlue\data\BACandBLUE_SUBSET_FFvsPA_10BB_PROvsREP\JTB-E02-199-14.D
1=,PBM Apex
2=,INT TIC: JTB-E02-199-14.D\data.ms
3=,INT TIC: JTB-E02-199-06.D\data.ms
4=,INT TIC: JTB-E02-199-07.D\data.ms
5=,INT TIC: JTB-E02-199-08.D\data.ms
6=,INT TIC: JTB-E02-199-11.D\data.ms
7=,INT TIC: JTB-E02-199-12.D\data.ms
8=,INT TIC: JTB-E02-199-13.D\data.ms
9=,INT TIC: JTB-E02-199-15.D\data.ms
10=,INT TIC: JTB-E02-199-16.D\data.ms
11=,INT TIC: JTB-E02-199-17.D\data.ms
12=,INT TIC: JTB-E02-200-06.D\data.ms
13=,INT TIC: JTB-E02-200-07.D\data.ms
14=,INT TIC: JTB-E02-200-08.D\data.ms
15=,INT TIC: JTB-E02-200-11.D\data.ms
16=,INT TIC: JTB-E02-200-12.D\data.ms
17=,INT TIC: JTB-E02-200-13.D\data.ms
18=,INT TIC: JTB-E02-200-14.D\data.ms
19=,INT TIC: JTB-E02-200-15.D\data.ms
20=,INT TIC: JTB-E02-200-16.D\data.ms
21=,INT TIC: JTB-E02-200-17.D\data.ms
22=,INT TIC: JTB-E02-201-06.D\data.ms
23=,INT TIC: JTB-E02-201-07.D\data.ms
24=,INT TIC: JTB-E02-201-08.D\data.ms
25=,INT TIC: JTB-E02-201-11.D\data.ms
26=,INT TIC: JTB-E02-201-12.D\data.ms
27=,INT TIC: JTB-E02-201-13.D\data.ms
28=,INT TIC: JTB-E02-201-14.D\data.ms
29=,INT TIC: JTB-E02-201-15.D\data.ms
30=,INT TIC: JTB-E02-201-16.D\data.ms
31=,INT TIC: JTB-E02-201-17.D\data.ms
[PBM Apex]
Time=,Wed Aug 07 15:06:00 2019
Header=,"PK","RT","Area Pct","Library/ID","Ref","CAS","Qual"
40=, 40,  8.685,  810, 812, 814,"VV 2",  24613,   336900,  0.05,  0.008
41=, 41,  8.806,  820, 827, 833,"PV 2", 640978, 18097040,  2.72,  0.426
42=, 42,  8.866,  833, 835, 842,"VV 6", 137573,  4602447,  0.69,  0.108
43=, 43,  8.961,  842, 846, 861,"VV 2", 123940,  6173824,  0.93,  0.145
44=, 44,  9.128,  861, 867, 878,"VV  ",  62054,  2366389,  0.36,  0.056
45=, 45,  9.448,  897, 906, 912,"BV 6",  46443,  1583282,  0.24,  0.037
46=, 46,  9.537,  912, 917, 934,"VV 6", 110385,  3316775,  0.50,  0.078
47=, 47,  9.971,  963, 971, 983,"PV 4",  69627,  2894769,  0.43,  0.068
48=, 48, 10.355, 1000,1018,1072,"PV 3",21919118,665554959,100.00, 15.653
49=, 49, 10.809, 1072,1074,1081,"VV 7",  23021,   584367,  0.09,  0.014
50=, 50, 11.355, 1132,1141,1155,"BV  ", 314945, 11336713,  1.70,  0.267
51=, 51, 11.516, 1155,1161,1170,"VV  ", 132862,  5933583,  0.89,  0.140
52=, 52, 11.638, 1170,1176,1198,"VV 7", 159568,  6383503,  0.96,  0.150
53=, 53, 12.030, 1217,1224,1232,"PV 2",  44031,  1129484,  0.17,  0.027
54=, 54, 12.143, 1232,1238,1245,"VV  ",  36905,   961213,  0.14,  0.023
55=, 55, 12.444, 1268,1275,1285,"BV 4",  68520,  2464542,  0.37,  0.058
56=, 56, 12.583, 1285,1292,1311,"VV 7", 114579,  4296758,  0.65,  0.101
57=, 57, 13.818, 1434,1444,1461,"PV 5", 308059, 16196785,  2.43,  0.381
58=, 58, 14.001, 1461,1467,1475,"VV 2", 122736,  4763179,  0.72,  0.112
59=, 59, 14.242, 1485,1496,1509,"VV 8", 182453, 10259400,  1.54,  0.241
60=, 60, 14.364, 1509,1511,1517,"VV 6",  55493,  1618945,  0.24,  0.038
61=, 61, 14.852, 1558,1571,1605,"VV  ",5100401,161846390, 24.32,  3.807
62=, 62, 15.165, 1605,1610,1632,"VV 4", 102230,  5030341,  0.76,  0.118
63=, 63, 15.522, 1647,1654,1666,"VV 2",  53110,  2671399,  0.40,  0.063
64=, 64, 15.808, 1676,1689,1698,"VV  ", 701988, 20692872,  3.11,  0.487
65=, 65, 15.907, 1698,1701,1708,"VV 8",  84094,  3401122,  0.51,  0.080
66=, 66, 16.397, 1755,1762,1767,"VV 4",  56458,  1895555,  0.28,  0.045
67=, 67, 16.502, 1767,1775,1788,"VV  ",1007411, 30180209,  4.53,  0.710
68=, 68, 16.630, 1788,1790,1797,"VV 6",  54717,  1750665,  0.26,  0.041
69=, 69, 17.626, 1900,1913,1939,"VV 4",1286566, 51709330,  7.77,  1.216
70=, 70, 17.886, 1939,1945,1959,"VV 4",  51149,  2605535,  0.39,  0.061
71=, 71, 18.114, 1959,1973,1989,"VV  ", 197111, 12610339,  1.89,  0.297
72=, 72, 18.252, 1989,1990,2001,"VV 2",  47217,  1704128,  0.26,  0.040
73=, 73, 18.502, 2007,2021,2037,"PV 6", 454408, 16623032,  2.50,  0.391
74=, 74, 18.822, 2048,2060,2065,"VV 6", 197007, 11471109,  1.72,  0.270
75=, 75, 18.879, 2065,2067,2070,"VV 4", 192378,  4968915,  0.75,  0.117
76=, 76, 18.917, 2070,2072,2075,"VV  ", 191310,  4268384,  0.64,  0.100
77=, 77, 18.970, 2075,2078,2090,"VV  ", 205484, 13542254,  2.03,  0.319
78=, 78, 19.125, 2090,2097,2114,"VV 7", 231010, 20500307,  3.08,  0.482
79=, 79, 19.394, 2124,2131,2142,"VV 6", 185614, 11758313,  1.77,  0.277
80=, 80, 19.541, 2142,2149,2158,"VV 5", 231478, 11761131,  1.77,  0.277
81=, 81, 19.697, 2158,2168,2179,"VV 2", 492714, 24697063,  3.71,  0.581
82=, 82, 19.809, 2179,2182,2187,"VV 4", 122190,  4363468,  0.66,  0.103
83=, 83, 19.926, 2187,2196,2224,"VV  ",2739102,184963927, 27.79,  4.350
84=, 84, 20.205, 2224,2230,2236,"VV 3", 226561, 11052856,  1.66,  0.260
85=, 85, 20.306, 2236,2243,2256,"VV 5", 455116, 21480756,  3.23,  0.505
86=, 86, 20.467, 2256,2263,2275,"VV 5",  93345,  4726787,  0.71,  0.111
87=, 87, 20.837, 2296,2308,2318,"PV 2", 185342,  5903076,  0.89,  0.139
88=, 88, 21.184, 2341,2351,2366,"PV 4", 134563,  4704448,  0.71,  0.111
89=, 89, 21.672, 2397,2411,2427,"BV 10",  64765,  3254298,  0.49,  0.077
90=, 90, 21.867, 2427,2435,2452,"PV 10",  53355,  1978132,  0.30,  0.047
91=, 91, 22.356, 2487,2495,2500,"PV 2",  67924,  2176578,  0.33,  0.051
92=, 92, 22.445, 2500,2506,2512,"VV 4",  89721,  3492508,  0.52,  0.082
93=, 93, 22.517, 2512,2515,2520,"VV 5",  59380,  2070719,  0.31,  0.049
94=, 94, 22.569, 2520,2521,2530,"VV 7",  44669,  1352713,  0.20,  0.032
95=, 95, 22.738, 2534,2542,2548,"VV 2",  51834,  2124096,  0.32,  0.050
96=, 96, 22.825, 2548,2553,2561,"VB 2",  26757,   937400,  0.14,  0.022
97=, 97, 22.952, 2562,2569,2584,"BV 5",  54735,  1425151,  0.21,  0.034
98=, 98, 23.276, 2593,2608,2615,"PV 8", 127980,  7807509,  1.17,  0.184
99=, 99, 23.396, 2615,2623,2630,"VV 4", 134675,  8150940,  1.22,  0.192
100=,100, 23.463, 2630,2632,2636,"VV 4", 110614,  3039592,  0.46,  0.071
101=,101, 23.512, 2636,2637,2640,"VV 2",  93133,  1771451,  0.27,  0.042
102=,102, 23.545, 2640,2642,2645,"VV 3",  87135,  1949355,  0.29,  0.046
103=,103, 23.685, 2645,2659,2667,"VV  ", 489981, 23654739,  3.55,  0.556
104=,104, 23.814, 2667,2675,2698,"VV  ",2980896,124853722, 18.76,  2.936
105=,105, 24.052, 2698,2704,2713,"VV 7", 295527, 13321962,  2.00,  0.313
106=,106, 24.170, 2713,2719,2734,"VV 7", 136438, 10501203,  1.58,  0.247
107=,107, 24.431, 2744,2751,2758,"VV 8",  89353,  3365182,  0.51,  0.079
108=,108, 24.554, 2758,2766,2773,"VV 4",  61298,  3119954,  0.47,  0.073
109=,109, 24.913, 2790,2810,2824,"VV 2", 565932, 31716769,  4.77,  0.746
110=,110, 25.044, 2824,2826,2829,"VV 3", 189470,  4627442,  0.70,  0.109
111=,111, 25.083, 2829,2831,2832,"VV  ", 188877,  2739773,  0.41,  0.064
112=,112, 25.166, 2832,2841,2850,"VV  ",2698890, 94444003, 14.19,  2.221
113=,113, 25.293, 2850,2857,2880,"VV  ",1132521, 48953253,  7.36,  1.151
114=,114, 25.863, 2915,2927,2928,"PV 9", 229319,  5543446,  0.83,  0.130
115=,115, 25.942, 2928,2937,2948,"VV 9", 238357, 22207914,  3.34,  0.522
116=,116, 26.053, 2948,2950,2988,"VV 9", 211407, 33289980,  5.00,  0.783
117=,117, 26.404, 2988,2994,3017,"VV  ", 159313, 16564644,  2.49,  0.390
118=,118, 27.043, 3059,3072,3087,"VV  ",1207724, 50273165,  7.55,  1.182
119=,119, 27.196, 3087,3091,3111,"VV 4", 128320,  6028397,  0.91,  0.142
120=,120, 27.810, 3157,3167,3175,"BV 4",  89925,  2931417,  0.44,  0.069
121=,121, 28.243, 3208,3220,3228,"PV 4",  39839,  1491818,  0.22,  0.035
122=,122, 28.404, 3228,3240,3267,"VV 4", 162194, 12526328,  1.88,  0.295
123=,123, 28.800, 3278,3289,3298,"VV 4",  42939,  2334738,  0.35,  0.055
124=,124, 29.106, 3318,3326,3334,"VV 4",  39946,  1701438,  0.26,  0.040
125=,125, 29.236, 3334,3342,3352,"VV 4",  53778,  2723383,  0.41,  0.064
126=,126, 29.919, 3415,3426,3435,"PV  ", 954070, 27730330,  4.17,  0.652
127=,127, 30.049, 3435,3442,3471,"VV  ",  86686,  7205447,  1.08,  0.169
128=,128, 30.829, 3517,3538,3549,"PV 2", 443256, 14180517,  2.13,  0.334
129=,129, 31.127, 3567,3575,3582,"VV  ", 126699,  4474866,  0.67,  0.105
130=,130, 31.238, 3582,3589,3601,"VV 2",  84044,  3180776,  0.48,  0.075
131=,131, 31.506, 3616,3622,3626,"VV 9",  45293,  1438115,  0.22,  0.034
132=,132, 31.586, 3626,3632,3639,"VV 9",  48906,  2177458,  0.33,  0.051
133=,133, 31.986, 3664,3681,3682,"VV 9",  69860,  4067787,  0.61,  0.096
134=,134, 32.021, 3682,3685,3693,"VV 9",  72910,  3089684,  0.46,  0.073
135=,135, 33.023, 3798,3808,3817,"PV 9", 131665,  4477323,  0.67,  0.105
136=,136, 33.138, 3817,3823,3834,"VV 4",  43774,  1792285,  0.27,  0.042
137=,137, 34.583, 3990,4000,4007,"PV 4",  41792,  1713286,  0.26,  0.040
138=,138, 34.997, 4043,4051,4063,"PV  ", 258509,  7433439,  1.12,  0.175
139=,139, 36.989, 4285,4297,4304,"PV  ", 145026,  4369405,  0.66,  0.103
[INT TIC: JTB-E02-201-16.D\data.ms]
Time=,Thu Aug 08 10:12:46 2019
Header=,"Peak","R.T.","First","Max","Last","PK  TY","Height","Area","Pct Max","Pct Total"
1=,  1,  2.285,   18,  24,  40,"BV  ",1174949, 23786038,  3.03,  0.471
2=,  2,  2.427,   40,  42,  49,"VV 7",  90218,  3186849,  0.41,  0.063
3=,  3,  2.506,   49,  52,  56,"VV  ",  61886,  1780503,  0.23,  0.035
4=,  4,  2.567,   56,  59,  62,"VV  ", 129982,  2714003,  0.35,  0.054
5=,  5,  2.620,   62,  66,  83,"VV  ", 184363,  7369534,  0.94,  0.146
6=,  6,  2.795,   83,  87, 110,"VV  ", 610945, 18528613,  2.36,  0.367
7=,  7,  3.017,  110, 114, 118,"VV 3", 116611,  2746595,  0.35,  0.054
8=,  8,  3.119,  118, 127, 135,"VV 2",7445350,174647873, 22.28,  3.456
9=,  9,  3.204,  135, 137, 147,"VV  ",2048371, 62881301,  8.02,  1.244
10=, 10,  3.321,  147, 152, 170,"VV  ",5211254,175391128, 22.38,  3.471
11=, 11,  3.476,  170, 171, 177,"VV 4", 492888, 16099449,  2.05,  0.319
12=, 12,  3.691,  192, 197, 210,"VV  ",14861315,392503534, 50.08,  7.767
13=, 13,  3.827,  210, 214, 225,"VV  ",4917684,166143579, 21.20,  3.288
14=, 14,  3.977,  225, 233, 235,"VV 2",3146100, 88803423, 11.33,  1.757
15=, 15,  4.025,  235, 239, 252,"VV  ",3915930,118390134, 15.11,  2.343
16=, 16,  4.164,  252, 256, 260,"VV 5", 625996, 22018525,  2.81,  0.436
17=, 17,  4.247,  260, 266, 311,"VV  ",17567709,553741202, 70.65, 10.958
18=, 18,  4.653,  311, 316, 331,"VV  ", 637455, 32577902,  4.16,  0.645
19=, 19,  4.820,  331, 336, 350,"VV 2",1299215, 52620059,  6.71,  1.041
20=, 20,  4.979,  350, 356, 363,"VV  ",3240795, 96477143, 12.31,  1.909
21=, 21,  5.052,  363, 365, 377,"VV  ", 844451, 38913623,  4.97,  0.770
22=, 22,  5.181,  377, 381, 384,"VV 4", 487927, 14876420,  1.90,  0.294
23=, 23,  5.215,  384, 385, 398,"VV 2", 449001, 24347240,  3.11,  0.482
24=, 24,  5.356,  398, 402, 414,"VV 5", 314419, 19251861,  2.46,  0.381
25=, 25,  5.534,  421, 424, 427,"VV 4", 215258,  5511773,  0.70,  0.109
26=, 26,  5.588,  427, 431, 436,"VV 2", 333815, 11810110,  1.51,  0.234
27=, 27,  5.708,  441, 446, 460,"VV 3", 349638, 18396114,  2.35,  0.364
28=, 28,  6.000,  473, 482, 495,"VV  ", 657310, 27260392,  3.48,  0.539
29=, 29,  6.161,  495, 502, 510,"VV  ", 456856, 18035694,  2.30,  0.357
30=, 30,  6.243,  510, 512, 514,"VV 2", 154813,  2511275,  0.32,  0.050
31=, 31,  6.279,  514, 516, 519,"VV 2", 163139,  3924180,  0.50,  0.078
32=, 32,  6.355,  519, 525, 539,"VV 6", 240989, 16951594,  2.16,  0.335
33=, 33,  6.480,  539, 541, 543,"VV 2", 166785,  3083070,  0.39,  0.061
34=, 34,  6.516,  543, 545, 547,"VV 3", 173006,  3027524,  0.39,  0.060
35=, 35,  6.597,  547, 555, 560,"VV  ", 266772, 13175380,  1.68,  0.261
36=, 36,  6.686,  560, 566, 599,"VV  ", 918959, 44884550,  5.73,  0.888
37=, 37,  6.994,  599, 604, 610,"VV 4", 142893,  5109495,  0.65,  0.101
38=, 38,  7.178,  619, 627, 630,"VV 2", 198734,  6232878,  0.80,  0.123
39=, 39,  7.254,  630, 636, 652,"VV  ",2905284, 72969267,  9.31,  1.444
40=, 40,  7.571,  667, 675, 698,"VV  ", 617507, 23451338,  2.99,  0.464
41=, 41,  7.824,  698, 706, 711,"VV 7",  65531,  2651672,  0.34,  0.052
42=, 42,  7.962,  711, 723, 737,"VV 2", 297598, 11413223,  1.46,  0.226
43=, 43,  8.167,  742, 748, 763,"VV 4",  65338,  3185993,  0.41,  0.063
44=, 44,  8.569,  791, 798, 813,"VV  ",1031544, 27078680,  3.46,  0.536
45=, 45,  8.809,  820, 827, 843,"VV 2", 671121, 25019892,  3.19,  0.495
46=, 46,  8.965,  843, 847, 860,"VV 4", 155465,  8380538,  1.07,  0.166
47=, 47,  9.132,  860, 867, 879,"VV  ",  94698,  6122574,  0.78,  0.121
48=, 48,  9.455,  896, 907, 912,"VV 6",  76365,  3985382,  0.51,  0.079
49=, 49,  9.542,  912, 918, 939,"VV 8", 104955,  4344957,  0.55,  0.086
50=, 50,  9.972,  964, 971, 984,"PV 4",  93627,  3544209,  0.45,  0.070
51=, 51, 10.358,  999,1018,1058,"VV 3",25830838,783728484,100.00, 15.510
52=, 52, 10.697, 1058,1060,1067,"VV 7",  69574,  2688512,  0.34,  0.053
53=, 53, 10.763, 1067,1068,1089,"VV 4",  57159,  4366627,  0.56,  0.086
54=, 54, 11.359, 1133,1141,1154,"PV  ", 347010, 12093952,  1.54,  0.239
55=, 55, 11.519, 1154,1161,1171,"VV  ", 147918,  6610870,  0.84,  0.131
56=, 56, 11.640, 1171,1176,1201,"VV 7", 164868,  6144922,  0.78,  0.122
57=, 57, 12.029, 1219,1224,1231,"PV  ",  46164,  1189977,  0.15,  0.024
58=, 58, 12.147, 1231,1238,1243,"VV  ",  29878,   863342,  0.11,  0.017
59=, 59, 12.450, 1265,1276,1285,"BV 4",  66176,  1987918,  0.25,  0.039
60=, 60, 12.586, 1285,1292,1307,"VV 8",  79403,  2844118,  0.36,  0.056
61=, 61, 13.819, 1434,1444,1460,"PV 5", 304681, 16094622,  2.05,  0.319
62=, 62, 14.005, 1460,1467,1477,"VV 2", 121232,  4131859,  0.53,  0.082
63=, 63, 14.242, 1485,1496,1508,"BV 7", 155117,  7732949,  0.99,  0.153
64=, 64, 14.362, 1508,1511,1516,"VV 5",  35000,   937910,  0.12,  0.019
65=, 65, 14.855, 1558,1572,1605,"PV  ",5676526,177799436, 22.69,  3.519
66=, 66, 15.163, 1605,1610,1625,"VV 5", 100087,  4518533,  0.58,  0.089
67=, 67, 15.556, 1645,1658,1668,"VV 2",  66280,  3728633,  0.48,  0.074
68=, 68, 15.811, 1678,1690,1698,"PV  ", 642669, 19419538,  2.48,  0.384
69=, 69, 15.905, 1698,1701,1708,"VV 8",  82807,  3011237,  0.38,  0.060
70=, 70, 16.014, 1708,1714,1727,"VV 9",  49893,  3072671,  0.39,  0.061
71=, 71, 16.399, 1754,1762,1767,"VV 4",  58775,  2116322,  0.27,  0.042
72=, 72, 16.503, 1767,1775,1787,"VV  ",1110259, 33386217,  4.26,  0.661
73=, 73, 16.622, 1787,1789,1805,"VV 5",  61932,  3087373,  0.39,  0.061
74=, 74, 17.136, 1837,1853,1864,"VV 2",  36136,  2068825,  0.26,  0.041
75=, 75, 17.627, 1903,1913,1937,"VV 4",1290830, 50595666,  6.46,  1.001
76=, 76, 17.880, 1937,1944,1954,"VV 4",  57224,  2685327,  0.34,  0.053
77=, 77, 18.117, 1960,1973,2006,"VV  ", 695498, 34126188,  4.35,  0.675
78=, 78, 18.504, 2006,2021,2033,"VV 6", 449785, 15876064,  2.03,  0.314
79=, 79, 18.823, 2044,2060,2064,"VV 6", 214965, 15171680,  1.94,  0.300
80=, 80, 18.862, 2064,2065,2069,"VV 4", 207439,  5572813,  0.71,  0.110
81=, 81, 18.952, 2069,2076,2080,"VV 3", 216447, 10504789,  1.34,  0.208
82=, 82, 18.989, 2080,2081,2092,"VV 3", 212625, 11107981,  1.42,  0.220
83=, 83, 19.126, 2092,2098,2114,"VV 5", 249608, 21248371,  2.71,  0.420
84=, 84, 19.396, 2125,2131,2138,"VV 4", 210557, 10220859,  1.30,  0.202
85=, 85, 19.544, 2142,2149,2158,"VV 6", 239834, 12363778,  1.58,  0.245
86=, 86, 19.698, 2158,2168,2179,"VV 2", 524564, 27186173,  3.47,  0.538
87=, 87, 19.824, 2179,2183,2186,"VV 3", 145953,  4758746,  0.61,  0.094
88=, 88, 19.923, 2186,2196,2225,"VV  ",9048566,446235533, 56.94,  8.831
89=, 89, 20.205, 2225,2230,2236,"VV 3", 317299, 15547417,  1.98,  0.308
90=, 90, 20.305, 2236,2243,2257,"VV 3", 587950, 30384815,  3.88,  0.601
91=, 91, 20.478, 2257,2264,2272,"VV 9", 127407,  6739751,  0.86,  0.133
92=, 92, 20.839, 2299,2309,2330,"VV 2", 271776, 13193082,  1.68,  0.261
93=, 93, 21.184, 2337,2351,2370,"VV 2", 161566, 10472151,  1.34,  0.207
94=, 94, 21.437, 2376,2382,2401,"VV 6",  62851,  4475708,  0.57,  0.089
95=, 95, 21.677, 2401,2412,2424,"VV 10",  86013,  5251450,  0.67,  0.104
96=, 96, 21.870, 2429,2435,2447,"VV 10",  63137,  2646369,  0.34,  0.052
97=, 97, 22.358, 2485,2495,2500,"VV 2",  95279,  3371509,  0.43,  0.067
98=, 98, 22.444, 2500,2506,2512,"VV 4", 128180,  5474543,  0.70,  0.108
99=, 99, 22.517, 2512,2515,2529,"VV 4",  91554,  6365175,  0.81,  0.126
100=,100, 22.739, 2533,2542,2550,"VV 2", 117244,  7130413,  0.91,  0.141
101=,101, 22.828, 2550,2553,2561,"VV 2", 102417,  4649577,  0.59,  0.092
102=,102, 22.955, 2561,2569,2581,"VV 6", 108065,  5787747,  0.74,  0.115
103=,103, 23.281, 2593,2609,2616,"VV 9", 140297,  9747678,  1.24,  0.193
104=,104, 23.385, 2616,2622,2631,"VV 8", 156333,  9427688,  1.20,  0.187
105=,105, 23.469, 2631,2632,2640,"VV 7", 124539,  4948393,  0.63,  0.098
106=,106, 23.546, 2640,2642,2644,"VV 2", 103559,  1761397,  0.22,  0.035
107=,107, 23.687, 2644,2659,2667,"VV  ", 581690, 28853740,  3.68,  0.571
108=,108, 23.817, 2667,2675,2699,"VV  ",2814907,120242253, 15.34,  2.380
109=,109, 24.057, 2699,2705,2714,"VV 5", 329213, 14926582,  1.90,  0.295
110=,110, 24.169, 2714,2718,2746,"VV 8", 151170, 14985136,  1.91,  0.297
111=,111, 24.436, 2746,2751,2756,"VV 5",  90176,  3336806,  0.43,  0.066
112=,112, 24.574, 2756,2768,2788,"VV 4",  98224,  8036136,  1.03,  0.159
113=,113, 24.913, 2788,2810,2825,"VV 2", 663237, 39870996,  5.09,  0.789
114=,114, 25.053, 2825,2827,2829,"VV 2", 212085,  3918859,  0.50,  0.078
115=,115, 25.167, 2829,2841,2850,"VV  ",3151102,112752329, 14.39,  2.231
116=,116, 25.295, 2850,2857,2895,"VV 3",1193041, 55917214,  7.13,  1.107
117=,117, 25.673, 2895,2904,2910,"VV 8",  53918,  2565917,  0.33,  0.051
118=,118, 25.907, 2920,2932,2934,"VV 8", 265225, 11184182,  1.43,  0.221
119=,119, 25.931, 2934,2935,2937,"VV  ", 250331,  3375027,  0.43,  0.067
120=,120, 25.962, 2937,2939,2942,"VV 4", 262925,  5999669,  0.77,  0.119
121=,121, 25.997, 2942,2943,2948,"VV 5", 249690,  7103827,  0.91,  0.141
122=,122, 26.050, 2948,2950,2954,"VV 4", 235677,  6846033,  0.87,  0.135
123=,123, 26.103, 2954,2956,2959,"VV 3", 223523,  5541610,  0.71,  0.110
124=,124, 26.139, 2959,2961,2962,"VV  ", 216914,  2979305,  0.38,  0.059
125=,125, 26.411, 2988,2994,3004,"VV  ", 193922, 13148582,  1.68,  0.260
126=,126, 27.047, 3059,3073,3088,"VV  ",1073168, 51576193,  6.58,  1.021
127=,127, 27.204, 3088,3092,3112,"VV 3", 176283, 11825529,  1.51,  0.234
128=,128, 27.618, 3132,3143,3160,"VV 7",  60465,  4836223,  0.62,  0.096
129=,129, 27.810, 3160,3167,3180,"VV 6", 113581,  5062025,  0.65,  0.100
130=,130, 28.237, 3213,3219,3228,"VV 10",  55040,  2130764,  0.27,  0.042
131=,131, 28.395, 3228,3239,3269,"VV 4", 142449, 12364222,  1.58,  0.245
132=,132, 28.810, 3283,3290,3297,"VV 4",  42882,  1802733,  0.23,  0.036
133=,133, 29.096, 3318,3325,3333,"VV 4",  38907,  1766302,  0.23,  0.035
134=,134, 29.234, 3333,3342,3358,"VV 10",  65088,  3586598,  0.46,  0.071
135=,135, 29.923, 3418,3427,3435,"PV  ",1085412, 31098040,  3.97,  0.615
136=,136, 30.049, 3435,3442,3462,"VV 7",  70729,  6397621,  0.82,  0.127
137=,137, 30.832, 3530,3539,3551,"VV 2", 467404, 14487016,  1.85,  0.287
138=,138, 31.129, 3561,3575,3582,"VV 2", 153317,  5451694,  0.70,  0.108
139=,139, 31.243, 3582,3589,3600,"VV 4", 120296,  4102834,  0.52,  0.081
140=,140, 31.499, 3617,3621,3626,"VV 8",  37128,  1033788,  0.13,  0.020
141=,141, 31.588, 3626,3632,3641,"VV 8",  54194,  2562352,  0.33,  0.051
142=,142, 31.696, 3641,3645,3657,"VV 8",  36490,  2059197,  0.26,  0.041
143=,143, 32.006, 3657,3683,3708,"VV 8",  61582,  7647621,  0.98,  0.151
144=,144, 33.028, 3799,3809,3815,"PV 8", 152207,  4743786,  0.61,  0.094
145=,145, 33.088, 3815,3816,3818,"VV 2",  34899,   503559,  0.06,  0.010
146=,146, 33.146, 3818,3823,3833,"VV 6",  55405,  2363217,  0.30,  0.047
147=,147, 34.595, 3992,4002,4007,"PV 6",  27793,  1243653,  0.16,  0.025
148=,148, 34.997, 4035,4051,4064,"PV  ", 304242,  8634168,  1.10,  0.171
149=,149, 36.989, 4286,4297,4309,"BV  ", 110858,  3659867,  0.47,  0.072
150=,150, 37.111, 4309,4312,4315,"VV 4",  12104,   175415,  0.02,  0.003
[INT TIC: JTB-E02-201-17.D\data.ms]
Time=,Thu Aug 08 10:12:47 2019
Header=,"Peak","R.T.","First","Max","Last","PK  TY","Height","Area","Pct Max","Pct Total"
1=,  1,  2.271,   18,  23,  38,"PV  ",1352981, 28364791,  4.19,  0.654
2=,  2,  2.410,   38,  40,  47,"VV  ",  94826,  3260989,  0.48,  0.075
3=,  3,  2.478,   47,  48,  54,"VV 5",  61602,  1796620,  0.27,  0.041
4=,  4,  2.556,   54,  58,  61,"VV  ", 156803,  3404623,  0.50,  0.078
5=,  5,  2.609,   61,  64,  75,"VV  ", 159048,  5647536,  0.83,  0.130
6=,  6,  2.781,   81,  85, 109,"VV  ", 529761, 17864898,  2.64,  0.412
7=,  7,  3.005,  109, 113, 117,"VV 3", 137513,  3150697,  0.47,  0.073
8=,  8,  3.107,  117, 126, 133,"VV 2",6288393,149983552, 22.15,  3.457
9=,  9,  3.191,  133, 136, 145,"VV  ",1742639, 55625452,  8.22,  1.282
10=, 10,  3.309,  145, 150, 169,"VV  ",4076969,142350362, 21.03,  3.281
11=, 11,  3.467,  169, 170, 176,"VV 4", 424649, 14501464,  2.14,  0.334
12=, 12,  3.679,  191, 196, 209,"VV  ",13410364,337759938, 49.89,  7.784
13=, 13,  3.816,  209, 213, 224,"VV  ",4360813,142549271, 21.06,  3.285
14=, 14,  3.965,  224, 231, 234,"VV 2",2203748, 65507656,  9.68,  1.510
15=, 15,  4.014,  234, 237, 251,"VV  ",3972948,117701871, 17.39,  2.713
16=, 16,  4.155,  251, 255, 259,"VV 4", 522835, 18339081,  2.71,  0.423
17=, 17,  4.237,  259, 265, 294,"VV  ",15872666,476862058, 70.44, 10.990
18=, 18,  4.643,  310, 315, 327,"VV  ", 564089, 25304207,  3.74,  0.583
19=, 19,  4.809,  327, 335, 349,"VV 2",1220567, 49386587,  7.29,  1.138
20=, 20,  4.971,  349, 355, 361,"VV  ",2544027, 75649457, 11.17,  1.744
21=, 21,  5.041,  361, 364, 375,"VV 2", 730195, 32656424,  4.82,  0.753
22=, 22,  5.172,  375, 380, 397,"VV 6", 419192, 32641905,  4.82,  0.752
23=, 23,  5.346,  397, 401, 405,"VV 4", 263555,  8244828,  1.22,  0.190
24=, 24,  5.395,  405, 407, 413,"VV 4", 218261,  7804376,  1.15,  0.180
25=, 25,  5.526,  420, 423, 426,"VV 5", 183692,  4783260,  0.71,  0.110
26=, 26,  5.578,  426, 430, 435,"VV 2", 282702,  9842405,  1.45,  0.227
27=, 27,  5.701,  440, 445, 456,"VV 4", 297344, 13738385,  2.03,  0.317
28=, 28,  5.990,  473, 481, 495,"VV  ", 760738, 28317341,  4.18,  0.653
29=, 29,  6.152,  495, 500, 510,"VV  ", 459528, 16491369,  2.44,  0.380
30=, 30,  6.242,  510, 511, 513,"VV 2", 141092,  2136106,  0.32,  0.049
31=, 31,  6.276,  513, 516, 518,"VV  ", 138978,  3333347,  0.49,  0.077
32=, 32,  6.346,  518, 524, 534,"VV 10", 238163, 12792971,  1.89,  0.295
33=, 33,  6.460,  534, 538, 540,"VV 5", 150944,  4015524,  0.59,  0.093
